code	product_name	nova_group	ingredients	hu_nova_score
0008273000253	Soy Milk	4	SOYMILK (FILTERED WATER, SOYBEANS), CANE SUGAR, CONTAINS 2% OR LESS OF: VITAMIN AND MINERAL BLEND (CALCIUM CARBONATE, VITAMIN A PALMITATE, VITAMIN D2, RIBOFLAVIN [B2], VITAMIN B12), SEA SALT, NATURAL FLAVOR, GELLAN GUM.	4
0008295615268	Di Nigris, Sweet & Thicker Balsamic Glaze, Original	4	COOKED GRAPE MUST, (39%), (WINE VINEGAR, CONCENTRATED AND COOKED GRAPE MUST, COLOURING: CARAMEL E150D, ANTIOXIDANT:(SULFITES) E224), WINE VINEGAR, THICKENER: GUAR GUM AND XANTHAN GUM.	4
0008295660084	De Nigris, Balsamic Glaze, Raspberry	4	BALSAMIC CONDIMENT (MIN. 90%), GLUCOSE SYRUP, GUAR GUM, XANTHAN GUM STABILIZER, NATURAL RASPBERRY FLAVOR.	4
0008295661012	Balsamic vinegar of MODENA	2	WINE VINEGAR, CONCENTRATED GRAPE MUST, CARAMEL.	3
0008295661036	Bronze Eagle, De Nigris, Balsamic Vinegar Of Modena	2	CONCENTRATED GRAPE MUST, WINE VINEGAR.	3
0008295661050	Balsamic Vinegar Of Modena	2	WINE VINEGAR, CONCENTRATED GRAPE MUST, CARAMEL.	3
0008295663146	De Nigris, Italian White Wine Vinegar Dressing, Marinade, Original	2	WINE VINEGAR, CONCENTRATED GRAPE MUST, BALSAMIC VINEGAR OF MODENA (WINE VINEGAR, CONCENTRATED GRAPE MUST, CARAMEL) 2%.	3
0008295663160	Italian White Wine Vinegar Dressing Marinade	4	WHITE WINE VINEGAR (MADE FROM REAL WINE), WATER, CORN SYRUP, SALT, BROWN SUGAR, DRIED ITALIAN HERBS, NATURAL FLAVOR, DILUTED WITH WATER TO 4% ACIDITY (40 GRAIN).	4
0008346026524	Meal Replacement Shake Mix, Creamy Milk Chocolate	4	WATER, CALCIUM CASEINATE, MILK PROTEIN CONCENTRATE, CANOLA OIL, MALTODEXTRIN, CELLULOSE GEL, NATURAL AND ARTIFICIAL FLAVOR, POTASSIUM PHOSPHATE, MONO AND DIGLYCERIDES, POTASSIUM CITRATE, SOY LECITHIN, SALT, SUCRALOSE, CARRAGEENAN, SODIUM CITRATE, CITRIC ACID, FD&C RED#3. VITAMINS AND MINERALS: MAGNESIUM PHOSPHATE, SODIUM ASCORBATE, CALCIUM PHOSPHATE, VITAMIN E ACETATE, ZINC GLUCONATE, FERRIC ORTHOPHOSPHATE, NIACINAMIDE, CALCIUM PANTOTHENATE, MANGANESE SULFATE, VITAMIN A PALMITATE, PYRIDOXINE HYDROCHLORIDE, THIAMINE MONONITRATE, RIBOFLAVIN, CHROMIUM CHLORIDE, FOLIC ACID, BIOTIN, SODIUM MOLYBDATE, POTASSIUM IODIDE, PHYLLOQUINONE, SODIUM SELENITE, CYANOCOBALAMIN, CHOLECALCIFEROL.	4
0008346048953	Peanut Butter	4	SUGAR, CORN SYRUP, DRY ROASTED PEANUTS, PALM KERNEL OIL, MOLASSES, COCOA (PROCESSED WITH ALKALI), NONFAT MILK, SALT, WHEY, NATURAL AND ARTIFICIAL FLAVOR, SOY LECITHIN, TBHQ AND CITRIC ACID (USED TO PROTECT QUALITY). VITAMINS AND MINERALS: CALCIUM CARBONATE, VITAMIN E ACETATE, NIACINAMIDE, CALCIUM PANTOTHENATE, VITAMIN A PALMITATE, THIAMINE MONONITRATE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN, CYANOCOBALAMIN (VITAMIN B12).	4
0008346121410	Chocolate Cookie Dough Protein Meal Bars	4	CORN SYRUP (SULFITES), SOLUBLE CORN FIBER, SUGAR, HIGH MALTOSE CORN SYRUP, ISOLATED SOY PROTEIN, CALCIUM CASEINATE (MILK), WHEAT FLOUR, WHEY PROTEIN CONCENTRATE, FRACTIONATED PALM KERNEL OIL, GLYCERIN, WATER, POLYDEXTROSE, COCOA, OAT FIBER, WHEY, CANOLA OIL, COCOA (PROCESSED WITH ALKALI). CELLULOSE GEL, NONFAT MILK, NATURAL AND ARTIFICIAL FLAVOR, GUAR GUM, SALT, CARRAGEENAN, SOY LECITHIN, BAKING SODA, BROWN SUGAR. DEXTROSE, SUCRALOSE (NONNUTRITIVE SWEETENER), CARAMEL COLOR. VITAMINS AND MINERALS: CALCIUM CARBONATE, POTASSIUM CHLORIDE, ASCORBIC ACID, VITAMIN E ACETATE, NIACINAMIDE, BIOTIN, FOLIC ACID. PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN, VITAMIN A PALMITATE, CALCIUM PANTOTHENATE, CYANOCOBALAMIN (VITAMIN B12). THIAMIN MONONITRATE, PHYTONADIONE (VITAMIN K1), CHOLECALCIFEROL (VITAMIN D3).	4
0008346121427	Slim Fast, Protein Meal Bars, Chocolate Fudge Brownie	4	ISOLATED SOY PROTEIN, HIGH MALTOSE CORN SYRUP (SULFITES), CORN SYRUP, SOLUBLE CORN FIBER, SUGAR, FRUCTOOLIGOSACCHARIDES, COCOA (PROCESSED WITH ALKALI), SKIM MILK SOLIDS, FRACTIONATED PALM KERNEL OIL, ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), POLYDEXTROSE, GLYCERIN, WATER, COCOA, INVERT SUGAR SYRUP, CHOCOLATE, WHEY, MALTODEXTRIN, SUNFLOWER OIL, NONFAT MILK, SOY LECITHIN, SALT, NATURAL AND ARTIFICIAL FLAVOR, COFFEE, SUCRALOSE (NONNUTRITIVE SWEETENER), GUM ARABIC, SODIUM BICARBONATE, CITRIC ACID, CARAMEL COLOR, CORN SYRUP SOLIDS, AMMONIATED GLYCYRRHIZIN, NATURAL HICKORY SMOKE FLAVOR. VITAMIN AND MINERALS: CALCIUM CARBONATE, POTASSIUM CHLORIDE, ASCORBIC ACID, VITAMIN E ACETATE, NIACINAMIDE, BIOTIN, FOLIC ACID, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN, VITAMIN A PALMITATE, CALCIUM PANTOTHENATE, CYANOCOBALAMIN (VITAMIN B12), THIAMIN MONONITRATE, PHYTONADIONE (VITAMIN K1), CHOLECALCIFEROL (VITAMIN D3), SWEETENED WITH NUTRITIVE SWEETENERS AND A NONNUTRITIVE SWEETENER	4
0008346381197	Protein Meal Bar	4	SOY PROTEIN ISOLATE, SUGAR, SOLUBLE CORN FIBER, CORN SYRUP, FRUCTOOLIGOSACCHARIDES, MALTODEXTRIN, FRUCTOSE, HIGH OLEIC SUNFLOWER OIL, PALM KERNEL OIL, INVERT SUGAR SYRUP, WHEAT FLOUR, RICE FLOUR, PALM OIL, NONFAT MILK, EGG WHITES, GLYCERIN, YOGURT POWDER (CULTURED WHEY PROTEIN CONCENTRATE, CULTURED SKIM MILK), SOY LECITHIN, WATER, NATURAL AND ARTIFICIAL FLAVOR, GUM ARABIC, SALT, BARLEY MALT EXTRACT. MIXED TOCOPHEROLS (USED TO PROTECT QUALITY), RED 3, BLUE 1, RED 40, YELLOW 5. VITAMINS AND MINERALS: CALCIUM CARBONATE, POTASSIUM CHLORIDE, ASCORBIC ACID, VITAMIN E ACETATE, NIACINAMIDE, BIOTIN, FOLIC ACID, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN VITAMIN A PALMITATE, CALCIUM PANTOTHENATE, CYANOCOBALAMIN (VITAMIN B12), THIAMIN MONONITRATE. PHYTONADIONE (VITAMIN K1), CHOLECALCIFEROL (VITAMIN D3).	4
0008346500031	Meal Replacement Shake	4	FAT FREE MILK, WATER, SUGAR, COCOA (PROCESSED WITH ALKALI), CANOLA OIL, FRUCTOSE, MALTODEXTRIN, MILK PROTEIN CONCENTRATE, CELLULOSE GEL, CELLULOSE GUM, HIGH FRUCTOSE CORN SYRUP, NATURAL AND ARTIFICIAL FLAVORS, MONO AND DIGLYCERIDES, POTASSIUM PHOSPHATE, SOY LECITHIN, CALCIUM PHOSPHATE, CARRAGEENAN, SUCRALOSE AND ACESULFAME POTASSIUM. VITAMINS AND MINERALS: MAGNESIUM PHOSPHATE, CALCIUM PHOSPHATE, SODIUM ASCORBATE, VITAMIN E ACETATE, ZINC GLUCONATE, FERRIC ORTHOPHOSPHATE, NIACINAMIDE, CALCIUM PANTOTHENATE, MANGANESE SULFATE, VITAMIN A PALMITATE, PYRIDOXINE HYDROCHLORIDE, RIBOFLAVIN, THIAMIN MONONITRATE, FOLIC ACID, CHROMIUM CHLORIDE, BIOTIN, SODIUM MOLYBDATE, POTASSIUM IODIDE, PHYTONADIONE (VITAMIN K1), SODIUM SELENITE, CYANOCOBALAMIN (VITAMIN B12), CHOLECALCIFEROL (VITAMIN D3). SWEETENED WITH NUTRITIVE AND NON-NUTRITIVE SWEETENERS.	4
0008346720019	Slimfast, 10 Day Slim Down Meal Replacement Shake, Creamy Milk Chocolate	4	FAT FREE MILK, WATER, SUGAR, COCOA (PROCESSED WITH ALKALI), CANOLA OIL, FRUCTOSE, MALTODEXTRIN, MILK PROTEIN CONCENTRATE, CELLULOSE GEL, CELLULOSE GUM, HIGH FRUCTOSE CORN SYRUP, NATURAL AND ARTIFICIAL FLAVORS, MONO AND DIGLYCERIDES, POTASSIUM PHOSPHATE, SOY LECITHIN, CALCIUM PHOSPHATE, CARRAGEENAN, SUCRALOSE AND ACESULFAME POTASSIUM. VITAMINS AND MINERALS: MAGNESIUM PHOSPHATE, CALCIUM PHOSPHATE, SODIUM ASCORBATE, VITAMIN E ACETATE, ZINC GLUCONATE, FERRIC ORTHOPHOSPHATE, NIACINAMIDE, CALCIUM PANTOTHENATE, MANGANESE SULFATE, VITAMIN A PALMITATE, PYRIDOXINE HYDROCHLORIDE, RIBOFLAVIN, THIAMIN MONONITRATE, FOLIC ACID, CHROMIUM CHLORIDE, BIOTIN, SODIUM MOLYBDATE, POTASSIUM IODIDE, PHYTONADIONE (VITAMIN K1), SODIUM SELENITE, CYANOCOBALAMIN (VITAMIN B12), CHOLECALCIFEROL (VITAMIN D3).	4
0008346740031	Meal Replacement Shake	4	FAT FREE MILK, WATER, SUGAR, COCOA (PROCESSED WITH ALKALI), CANOLA OIL, FRUCTOSE, MALTODEXTRIN, MILK PROTEIN CONCENTRATE, CELLULOSE GEL, CELLULOSE GUM, HIGH FRUCTOSE CORN SYRUP, NATURAL AND ARTIFICIAL FLAVORS, MONO AND DIGLYCERIDES, POTASSIUM PHOSPHATE, SOY LECITHIN, CALCIUM PHOSPHATE, CARRAGEENAN, SUCRALOSE AND ACESULFAME POTASSIUM. VITAMINS AND MINERALS: MAGNESIUM PHOSPHATE, CALCIUM PHOSPHATE, SODIUM ASCORBATE, VITAMIN E ACETATE, ZINC GLUCONATE, FERRIC ORTHOPHOSPHATE, NIACINAMIDE, CALCIUM PANTOTHENATE, MANGANESE SULFATE, VITAMIN A PALMITATE, PYRIDOXINE HYDROCHLORIDE, RIBOFLAVIN, THIAMIN MONONITRATE, FOLIC ACID, CHROMIUM CHLORIDE, BIOTIN, SODIUM MOLYBDATE, POTASSIUM IODIDE, PHYTONADIONE (VITAMIN K1), SODIUM SELENITE, CYANOCOBALAMIN (VITAMIN B12), CHOLECALCIFEROL (VITAMIN D3). SWEETENED WITH NUTRITIVE AND NON-NUTRITIVE SWEETENERS.	4
0008346740086	Slim Fast, Meal Replacement Shake, Creamy Chocolate	4	WATER, CALCIUM CASEINATE, MILK PROTEIN CONCENTRATE, CANOLA OIL, COCOA (PROCESSED WITH ALKALI), POTASSIUM PHOSPHATE, CELLULOSE GEL, MONO AND DIGLYCERIDES, MALTODEXTRIN, GLYCERIN, POTASSIUM CITRATE, SALT, SOY LECITHIN, CELLULOSE GUM, ARTIFICIAL FLAVOR, SUCRALOSE, CARRAGEENAN, SODIUM CITRATE, CITRIC ACID, CARAMEL COLOR. VITAMINS AND MINERALS: MAGNESIUM PHOSPHATE, SODIUM ASCORBATE, CALCIUM PHOSPHATE, VITAMIN E ACETATE, ZINC GLUCONATE, FERRIC ORTHOPHOSPHATE, NIACINAMIDE, CALCIUM PANTOTHENATE, MANGANESE SULFATE, VITAMIN A PALMITATE, PYRIDOXINE HYDROCHLORIDE, THIAMIN MONONITRATE, RIBOFLAVIN, CHROMIUM CHLORIDE, FOLIC ACID, BIOTIN, SODIUM MOLYBDATE, POTASSIUM IODIDE, PHYLLOQUINONE (VITAMIN K1), SODIUM SELENITE, CYANOCOBALAMIN (VITAMIN B12), CHOLECALCIFEROL (VITAMIN D3).	4
0008346790012	Slimfast, Advanced Nutrition Smoothie	4	WHEY PROTEIN ISOLATE, SOY PROTEIN ISOLATE, COCOA (PROCESSED WITH ALKALI, HIGH OLEIC SUNFLOWER OIL, GUM ARABIC, CELLULOSE GEL, BUTTERMILK POWDER, SOY FIBER, MALTODEXTRIN, XANTHAN GUM. SOY LECITHIN, SODIUM PHOSPHATE, SALT, NATURAL & ARTIFICIAL FLAVORS, CARRAGEENAN, DEXTROSE, POTASSIUM PHOSPHATE, GUAR GUM, SUCRALOSE. VITAMINS AND MINERALS: CALCIUM CARBONATE, MAGNESIUM OXIDE, CALCIUM PHOSPHATE, SODIUM ASCORBATE, VITAMIN E ACETATE, FERRIC ORTHOPHOSPHATE, NIACINAMIDE, ZINC OXIDE, CALCIUM PANTOTHENATE, MANGANESE SULFATE, PYRIDOXINE HYDROCHLORIDE, THIAMIN MONONITRATE, VITAMIN A PALMITATE, CHROMIUM CHLORIDE, RIBOFLAVIN, BIOTIN, COPPER GLUCONATE, FOLIC ACID, SODIUM MOLYBDATE, SODIUM SELENITE,PHYTONADIONE (VITAMIN K1), POTASSIUM IODIDE, CHOLECALCIFEROL (VITAMIN D3) AND CYANOCOBALAMIN (VITAMIN B12). SWEETENED WITH NUTRITIVE AND NON-NUTRITIVE SWEETENER.	4
0008346800032	Slimfast, 100 Calorie Snack Drizzled Crisps, Cinnamon Bun Swirl	4	CRISPS (WHEAT FLOUR, PEA FIBER, TAPIOCA STARCH, SOLUBLE CORN FIBER, PEA PROTEIN ISOLATE, INULIN, CINNAMON POWDER, SALT), COATING (SUGAR, PALM KERNEL OIL, SKIM DRY MILK SOLIDS, SOY LECITHIN, SALT AND NATURAL FLAVOR).	4
0008346800049	100 Calorie Snacks Drizzled Crisps, Cinnamon Bun Swirl	4	CRISPS (WHEAT FLOUR, PEA FIBER, TAPIOCA STARCH, SOLUBLE CORN FIBER, PEA PROTEIN ISOLATE, INULIN, CINNAMON POWDER, SALT), COATING (SUGAR, PALM KERNEL OIL SKIM DRY MILK SOLIDS, SOY LECITHIN, SALT AND NATURAL FLAVOR).	4
0008346800056	100 Calorie Snacks Drizzled Crisps, S'Mores	4	CRISPS (WHEAT FLOUR, PEA FIBER, TAPIOCA STARCH, SOLUBLE CORN FIBER, PEA PROTEIN ISOLATE, INULIN, CINNAMON POWDER, SALT), COATING (SUGAR, PALM KERNEL OIL SKIM DRY MILK SOLIDS, SOY LECITHIN, SALT AND NATURAL FLAVOR).	4
0008346802012	100 Calorie Snacks Baked Crisps, Mesquite Bbq	4	CRISPS (WHEAT FLOUR, PEA FIBER, TAPIOCA STARCH, SOLUBLE CORN FIBER, PEA PROTEIN ISOLATE, INULIN, CINNAMON POWDER, SALT), COATING (SUGAR, PALM KERNEL OIL SKIM DRY MILK SOLIDS, SOY LECITHIN, SALT AND NATURAL FLAVOR).	4
0008346802029	100 Calorie Snacks Baked Crisps, Sour Cream & Onion	4	CRISPS (WHEAT FLOUR, PEA FIBER, TAPIOCA STARCH, SOLUBLE CORN FIBER, PEA PROTEIN ISOLATE, INULIN, CINNAMON POWDER, SALT), COATING (SUGAR, PALM KERNEL OIL SKIM DRY MILK SOLIDS, SOY LECITHIN, SALT AND NATURAL FLAVOR).	4
0008346802036	Slimfast, Baked Chips, Mesquite Bbq	4	CHIPS (DEHYDRATED POTATO, RICE FLOUR, SOLUBLE CORN FIBER, PEA PROTEIN ISOLATE, INULIN, SALT, SEASONING (SUGAR, SEA SALT, ONION POWDER, GARLIC POWDER, TOMATO POWDER, NATURAL FLAVORS, PAPRIKA COLOR, SPICES, CITRIC ACID) AND SUNFLOWER OIL.	4
0008346802043	Slimfast, Advanced Nutrition Baked Chips, Sour Cream & Onion`	4	CHIPS (HYDRATED POTATO, RICE FLOUR, SOLUBLE CORN FIBER, PEA PROTEIN ISOLATE, INULIN, SALT, SEASONING [WHEY, NONFAT DRY MILK, ONION POWDER, SALT, MALTODEXTRIN, SOUR CREAM (CULTURED CREAM, NONFAT MILK), BUTTERMILK, NATURAL FLAVORS, PARSLEY, CITRIC ACID, YEAST EXTRACT, LACTIC ACID], AND SUNFLOWER OIL.	4
0008346802500	Slimfast, Baked Chips, Mesquite Bbq	4	CHIPS (DEHYDRATED POTATO, RICE FLOUR, SOLUBLE CORN FIBER, PEA PROTEIN ISOLATE, INULIN, SALT, SEASONING (SUGAR, SEA SALT, ONION POWDER, GARLIC POWDER, TOMATO POWDER, NATURAL FLAVORS, PAPRIKA COLOR, SPICES, CITRIC ACID) AND SUNFLOWER OIL.	4
0008346802517	Slimfast, 100 Calorie Snack Baked Chips, Sour Cream & Onion	4	CHIPS (DEHYDRATED POTATO, RICE FLOUR, SOLUBLE CORN FIBER, PEA PROTEIN ISOLATE, INULIN, SALT), SEASONING [WHEY, NONFAT DRY MILK, ONION POWDER, SALT, MALTODEXTRIN, SOUR CREAM (CULTURED CREAM, NONFAT MILK), BUTTERMILK, NATURAL FLAVORS, PARSLEY, CITRIC ACID, YEAST EXTRACT, LACTIC ACID] AND SUNFLOWER OIL	4
0008346802524	Slimfast, Drizzled Crisps, Cinnamon Bun Swirl	4	CRISPS (WHEAT FLOUR, PEA FIBER, TAPIOCA STARCH, SOLUBLE CORN FIBER, PEA PROTEIN ISOLATE, INULIN, CINNAMON POWDER, SALT), COATING (SUGAR, PALM KERNEL OIL, SKIM DRY MILK SOLIDS, SOY LECITHIN, SALT AND NATURAL FLAVOR).	4
0008346802531	Slim Fast, Drizzled Crisps Snack Bars, S'Mores	4	CRISPS (RICE FLOUR, PEA FIBER, TAPIOCA STARCH, SOLUBLE CORN FIBER, PEA PROTEIN ISOLATE, INULIN, NATURAL & ARTIFICIAL MARSHMALLOW FLAVOR, SALT), COATING (SUGAR, PALM KERNEL OIL COCOA POWDER, WHEY POWDER, SKIM MILK POWDER, SOY LECITHIN AND NATURAL VANILLA FLAVOR).	4
0008355015922	Wicklein, Brown Gingerbread	4	WHEAT FLOUR, SUGAR, CHOCOLATE (COCOA LIQUOR, SUGAR, COCOA BUTTER, SOY LECITHIN), CARAMELIZED SUGAR SYRUP, WHEAT GLUTEN, SODIUM BICARBONATE, POTASSIUM CARBONATE, AMMONIUM BICARBONATE, PYROPHOSPHATES, WHEAT STARCH, PALM FAT, SPICES, AGAR-AGAR, GLUCOSE SYRUP, WHOLE MILK POWDER, RIBOFLAVIN (COLOR), FD&C BLUE NO. 2 (COLOR), BEETROOT JUICE CONCENTRATE.	4
0008441442038	Reduced Fat Milk	4	REDUCED FAT MILK, SUGAR, COCOA, LOCUST BEAN GUM, CARRAGEENAN, ARTIFICIAL VANILLA, VITAMIN A PALMITATE, VITAMIN D3 ADDED.	4
0008453353537	Barbecue Sauce	4	VINEGAR, WATER, TOMATO CONCENTRATE, TOMATO PASTE, SUGAR, APPLES, SALT, HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, RED PEPPER AND SPICES	4
0008453353544	Hot Barbecue Sauce	4	VINEGAR, WATER, TOMATO CONCENTRATE, TOMATO PASTE, SUGAR, APPLES, SALT, HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, RED PEPPER AND SPICES	4
0008453353551	Special Barbecue Sauce	4	TOMATO CONCENTRATE, TOMATO PASTE, WATER, VINEGAR, SUGAR, APPLES, SALT, HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, JALAPENOS, RED PEPPER AND SPICES. 	4
